endTime,artistName,trackName,Day,Week,Month,Minutes Played
2021-01-24 16:43:00,Britney Spears,...Baby One More Time,24,3,1,0.65
2021-07-22 17:35:00,Britney Spears,Criminal,22,29,7,3.75
2021-07-22 17:56:00,Britney Spears,Criminal,22,29,7,3.43
2021-07-23 02:28:00,Britney Spears,Criminal,23,29,7,3.75
2021-07-23 02:38:00,Britney Spears,Criminal,23,29,7,3.75
2021-07-23 10:08:00,Britney Spears,Criminal,23,29,7,3.75
2021-07-23 10:16:00,Britney Spears,Criminal,23,29,7,3.75
2021-07-24 02:54:00,Britney Spears,Criminal,24,29,7,3.75
2021-07-24 03:07:00,Britney Spears,Criminal,24,29,7,3.75
2021-07-24 03:08:00,Britney Spears,...Baby One More Time,24,29,7,1.38
2021-07-24 03:45:00,Britney Spears,Criminal,24,29,7,3.75
2021-07-24 07:12:00,Britney Spears,Criminal,24,29,7,3.75
2021-07-24 07:19:00,Britney Spears,Criminal,24,29,7,3.75
2021-07-26 03:01:00,Britney Spears,Criminal,26,30,7,3.75
2021-07-26 03:12:00,Britney Spears,Criminal,26,30,7,3.75
2021-07-26 06:28:00,Britney Spears,Criminal,26,30,7,3.75
2021-07-26 07:18:00,Britney Spears,Criminal,26,30,7,0.52
2021-07-27 03:00:00,Britney Spears,Criminal,27,30,7,3.75
2021-07-27 11:41:00,Britney Spears,Criminal,27,30,7,3.47
2021-07-27 14:53:00,Britney Spears,Toxic,27,30,7,2.67
2021-07-27 14:54:00,Britney Spears,...Baby One More Time,27,30,7,1.58
2021-07-28 04:00:00,Britney Spears,Criminal,28,30,7,3.75
2021-07-28 16:31:00,Britney Spears,Criminal,28,30,7,3.75
2021-07-29 10:34:00,Britney Spears,Criminal,29,30,7,1.29
2021-07-30 02:27:00,Britney Spears,Criminal,30,30,7,3.75
2021-07-30 04:22:00,Britney Spears,Criminal,30,30,7,3.75
2021-07-30 04:53:00,Britney Spears,Criminal,30,30,7,1.44
2021-07-30 13:10:00,Britney Spears,Criminal,30,30,7,3.07
2021-07-31 00:25:00,Britney Spears,Criminal,31,30,7,1.68
2021-07-31 15:28:00,Britney Spears,Criminal,31,30,7,0.67
2021-08-02 11:23:00,Britney Spears,Criminal,2,31,8,3.75
2021-08-02 11:53:00,Britney Spears,Criminal,2,31,8,3.75
2021-08-04 06:03:00,Britney Spears,Criminal,4,31,8,3.75
2021-08-06 08:39:00,Britney Spears,Criminal,6,31,8,3.75
2021-08-08 01:57:00,Britney Spears,Criminal,8,31,8,3.75
2021-08-10 07:18:00,Britney Spears,Criminal,10,32,8,3.71
2021-08-10 07:45:00,Britney Spears,Criminal,10,32,8,2.91
2021-08-10 15:05:00,Britney Spears,Criminal,10,32,8,3.75
2021-08-14 13:06:00,Britney Spears,Criminal,14,32,8,1.89
2021-08-15 00:26:00,Britney Spears,Criminal,15,32,8,3.75
2021-08-18 14:19:00,Britney Spears,Criminal,18,33,8,3.75
2021-08-20 14:47:00,Britney Spears,Criminal,20,33,8,0.64
2021-08-26 00:48:00,Britney Spears,Criminal,26,34,8,3.75
2021-08-28 10:45:00,Britney Spears,Criminal,28,34,8,2.4
2021-08-31 07:00:00,Britney Spears,Criminal,31,35,8,3.75
2021-09-01 02:01:00,Britney Spears,Criminal,1,35,9,3.75
2021-09-04 13:04:00,Britney Spears,Oops!...I Did It Again,4,35,9,1.84
2021-09-04 13:05:00,Britney Spears,Toxic,4,35,9,0.78
2021-09-04 13:06:00,Britney Spears,Gimme More,4,35,9,0.61
2021-09-04 13:06:00,Britney Spears,...Baby One More Time,4,35,9,0.65
2021-09-04 13:07:00,Britney Spears,Womanizer,4,35,9,0.75
2021-09-04 13:09:00,Britney Spears,Stronger,4,35,9,2.27
2021-09-04 13:10:00,Britney Spears,Don't Go Knockin' on My Door,4,35,9,0.95
2021-09-04 13:11:00,Britney Spears,Breathe on Me,4,35,9,0.74
2021-09-04 13:13:00,Britney Spears,Born to Make You Happy,4,35,9,1.32
2021-09-05 15:11:00,Britney Spears,Oops!...I Did It Again,5,35,9,3.52
2021-09-05 15:14:00,Britney Spears,...Baby One More Time,5,35,9,3.52
2021-09-05 15:27:00,Britney Spears,Toxic,5,35,9,1.53
2021-09-06 12:15:00,Britney Spears,Oops!...I Did It Again,6,36,9,3.52
2021-09-06 12:19:00,Britney Spears,Toxic,6,36,9,3.31
2021-09-06 12:22:00,Britney Spears,...Baby One More Time,6,36,9,3.52
2021-09-08 12:17:00,Britney Spears,...Baby One More Time,8,36,9,3.52
2021-09-11 10:33:00,Britney Spears,Oops!...I Did It Again,11,36,9,3.52
2021-09-12 12:44:00,Britney Spears,Oops!...I Did It Again,12,36,9,3.52
2021-09-12 13:14:00,Britney Spears,Toxic,12,36,9,3.31
2021-09-12 13:45:00,Britney Spears,Oops!...I Did It Again,12,36,9,3.52
2021-09-13 12:38:00,Britney Spears,Criminal,13,37,9,0.51
2021-09-14 07:08:00,Britney Spears,Oops!...I Did It Again,14,37,9,3.52
2021-09-14 07:15:00,Britney Spears,Toxic,14,37,9,3.31
2021-09-14 10:39:00,Britney Spears,Oops!...I Did It Again,14,37,9,1.34
2021-09-14 12:53:00,Britney Spears,Toxic,14,37,9,3.31
2021-09-14 14:57:00,Britney Spears,Oops!...I Did It Again,14,37,9,3.52
2021-09-14 15:05:00,Britney Spears,Toxic,14,37,9,3.31
2021-09-15 12:45:00,Britney Spears,Oops!...I Did It Again,15,37,9,3.52
2021-09-16 06:01:00,Britney Spears,Toxic,16,37,9,3.31
2021-09-17 07:21:00,Britney Spears,Oops!...I Did It Again,17,37,9,3.52
2021-09-17 12:16:00,Britney Spears,Criminal,17,37,9,0.58
2021-09-17 12:43:00,Britney Spears,Oops!...I Did It Again,17,37,9,3.52
2021-09-17 14:56:00,Britney Spears,Oops!...I Did It Again,17,37,9,3.52
2021-09-20 08:24:00,Britney Spears,Oops!...I Did It Again,20,38,9,3.52
2021-09-20 15:23:00,Britney Spears,Toxic,20,38,9,3.31
2021-09-20 15:27:00,Britney Spears,Criminal,20,38,9,3.75
2021-09-22 02:07:00,Britney Spears,Oops!...I Did It Again,22,38,9,3.52
2021-09-22 06:22:00,Britney Spears,Oops!...I Did It Again,22,38,9,3.52
2021-09-22 06:25:00,Britney Spears,Toxic,22,38,9,3.31
2021-09-22 11:30:00,Britney Spears,Toxic,22,38,9,3.31
2021-09-22 12:18:00,Britney Spears,Oops!...I Did It Again,22,38,9,3.52
2021-09-22 12:21:00,Britney Spears,Stronger,22,38,9,3.38
2021-09-22 12:22:00,Britney Spears,Criminal,22,38,9,0.91
2021-09-22 12:26:00,Britney Spears,Toxic,22,38,9,3.31
2021-09-22 12:32:00,Britney Spears,Born to Make You Happy,22,38,9,3.56
